1860
D02279	hsa:222545	Interactive	1.0
D00079	hsa:5739	Interactive	1.0
D01358	hsa:148	Interactive	1.0
D00454	hsa:3269	Interactive	1.0
D02354	hsa:1815	Interactive	1.0
D02361	hsa:1813	Interactive	1.0
D03654	hsa:1131	Interactive	1.0
D00283	hsa:1129	Interactive	1.0
D02234	hsa:148	Interactive	1.0
D00775	hsa:2916	Interactive	1.0
D00437	hsa:148	Interactive	1.0
D00606	hsa:151	Interactive	1.0
D00136	hsa:1813	Interactive	1.0
D02566	hsa:59340	Interactive	1.0
D00609	hsa:147	Interactive	1.0
D00300	hsa:3269	Interactive	1.0
D00483	hsa:155	Interactive	1.0
D00775	hsa:2912	Interactive	1.0
D00513	hsa:147	Interactive	1.0
D02237	hsa:146	Interactive	1.0
D00645	hsa:154	Interactive	1.0
D01603	hsa:146	Interactive	1.0
D00110	hsa:1812	Interactive	1.0
D00394	hsa:3577	Interactive	1.0
D03858	hsa:1131	Interactive	1.0
D00295	hsa:3274	Interactive	1.0
D02149	hsa:147	Interactive	1.0
D01828	hsa:10800	Interactive	1.0
D00684	hsa:154	Interactive	1.0
D00454	hsa:1813	Interactive	1.0
D00676	hsa:3351	Interactive	1.0
D02578	hsa:3358	Interactive	1.0
D01295	hsa:3269	Interactive	1.0
D01352	hsa:5739	Interactive	1.0
D02566	hsa:11255	Interactive	1.0
D00607	hsa:147	Interactive	1.0
D02349	hsa:150	Interactive	1.0
D01973	hsa:3351	Interactive	1.0
D00274	hsa:1129	Interactive	1.0
D00528	hsa:5030	Interactive	1.0
D02356	hsa:1129	Interactive	1.0
D01164	hsa:3358	Interactive	1.0
D00837	hsa:4986	Interactive	1.0
D02361	hsa:148	Interactive	1.0
D04375	hsa:150	Interactive	1.0
D00493	hsa:1816	Interactive	1.0
D02070	hsa:1129	Interactive	1.0
D01358	hsa:147	Interactive	1.0
D02725	hsa:5731	Interactive	1.0
D00513	hsa:3356	Interactive	1.0
D01603	hsa:150	Interactive	1.0
D02361	hsa:1812	Interactive	1.0
D01891	hsa:5733	Interactive	1.0
D00059	hsa:1813	Interactive	1.0
D00598	hsa:154	Interactive	1.0
D02361	hsa:3356	Interactive	1.0
D02342	hsa:154	Interactive	1.0
D02149	hsa:151	Interactive	1.0
D02374	hsa:153	Interactive	1.0
D01071	hsa:3577	Interactive	1.0
D01020	hsa:148	Interactive	1.0
D00281	hsa:147	Interactive	1.0
D00255	hsa:154	Interactive	1.0
D00270	hsa:3356	Interactive	1.0
D00283	hsa:3354	Interactive	1.0
D00283	hsa:1815	Interactive	1.0
D00494	hsa:3269	Interactive	1.0
D00270	hsa:1816	Interactive	1.0
D00494	hsa:1813	Interactive	1.0
D02354	hsa:1128	Interactive	1.0
D00283	hsa:3269	Interactive	1.0
D01024	hsa:146	Interactive	1.0
D00136	hsa:151	Interactive	1.0
D02354	hsa:1812	Interactive	1.0
D00528	hsa:135	Interactive	1.0
D03879	hsa:155	Interactive	1.0
D00715	hsa:1128	Interactive	1.0
D00609	hsa:151	Interactive	1.0
D00451	hsa:3351	Interactive	1.0
D00281	hsa:152	Interactive	1.0
D00454	hsa:1814	Interactive	1.0
D00234	hsa:3269	Interactive	1.0
D00422	hsa:3274	Interactive	1.0
D02149	hsa:150	Interactive	1.0
D02361	hsa:1815	Interactive	1.0
D00726	hsa:3362	Interactive	1.0
D00673	hsa:3274	Interactive	1.0
D00528	hsa:134	Interactive	1.0
D00528	hsa:3577	Interactive	1.0
D00528	hsa:2846	Interactive	1.0
D01994	hsa:3360	Interactive	1.0
D02578	hsa:4543	Interactive	1.0
D00528	hsa:64805	Interactive	1.0
D01118	hsa:1128	Interactive	1.0
D02237	hsa:148	Interactive	1.0
D00674	hsa:3355	Interactive	1.0
D00509	hsa:152	Interactive	1.0
D00513	hsa:3351	Interactive	1.0
D03881	hsa:153	Interactive	1.0
D00666	hsa:3269	Interactive	1.0
D01782	hsa:3269	Interactive	1.0
D00996	hsa:151	Interactive	1.0
D01965	hsa:148	Interactive	1.0
D01973	hsa:3354	Interactive	1.0
D00775	hsa:2915	Interactive	1.0
D00509	hsa:148	Interactive	1.0
D00255	hsa:150	Interactive	1.0
D00779	hsa:1128	Interactive	1.0
D00432	hsa:155	Interactive	1.0
D00270	hsa:1813	Interactive	1.0
D05938	hsa:4988	Interactive	1.0
D00283	hsa:150	Interactive	1.0
D00613	hsa:150	Interactive	1.0
